Date,Compound_NYSE
2017-12-01,0.21663636363636363
2017-12-02,0.0844357142857143
2017-12-03,0.25886421052631564
2017-12-04,0.3491484042553193
2017-12-05,0.29061376811594186
2017-12-06,0.24678488372093013
2017-12-07,0.2596899550224884
2017-12-08,0.1306225458468173
2017-12-09,0.24848597733711061
2017-12-10,0.23390599571734472
2017-12-11,0.2613543710021317
2017-12-12,0.2600632226322258
2017-12-13,0.27695184094256264
2017-12-14,0.31137538148524874
2017-12-15,0.28322167255594727
