Date,Compound_stockmarket
2017-12-01,0.0741075000000009
2017-12-02,-0.15489790590935168
2017-12-03,-0.23657468644476443
2017-12-04,0.03154880886426595
2017-12-05,0.012239962825278746
2017-12-06,0.07698206307490138
2017-12-07,0.1178929680365297
2017-12-08,0.12487216494845299
2017-12-09,0.09696704929101974
2017-12-10,0.030656867933605832
2017-12-11,0.10784088463837474
2017-12-12,0.1491881914072566
2017-12-13,0.10255981072555169
2017-12-14,0.1046460122699388
2017-12-15,0.12513519537699525
