Date,Compound_NASDAQ
2017-12-01,0.226
2017-12-02,0.07221739130434783
2017-12-03,0.2678650793650793
2017-12-04,0.1888976331360936
2017-12-05,0.15307206349206337
2017-12-06,0.2575401746724889
2017-12-07,0.31288577656675837
2017-12-08,0.35286153846154056
2017-12-09,0.334079639780736
2017-12-10,0.3599728971962625
2017-12-11,0.3321142857142853
2017-12-12,0.26078395615346334
2017-12-13,0.31270235091743165
2017-12-14,0.3153874371859298
2017-12-15,0.3237114454277295
