Date,Compound_DowJones
2017-12-01,0.11264720394736831
2017-12-02,0.01520387931034483
2017-12-03,-0.08659682539682552
2017-12-04,0.02382972972972979
2017-12-05,-0.014470631970260236
2017-12-06,-0.06846487804878053
2017-12-07,-0.013719254658385107
2017-12-08,0.1970367088607595
2017-12-09,0.2702216216216214
2017-12-10,0.2649377142857138
2017-12-11,0.15555511551155074
2017-12-12,0.1772477366255142
2017-12-13,0.12463062015503884
2017-12-14,0.09595019455252923
2017-12-15,0.09800941176470589
